Y,X1,X2,X3
358678,37,131,74
67620,42,46,35
76440,65,84,14
65824,22,34,88
966000,70,120,115
220220,35,143,44
161000,46,125,28
38700,25,129,12
79380,18,98,45
126464,52,38,64
34560,12,30,96
695286,57,107,114
1252944,88,126,113
235936,73,32,101
86580,30,78,37
620678,46,131,103
44200,25,136,13
454400,71,128,50
2436,1,58,42
378672,49,112,69
43928,34,76,17
41296,4,89,116
485760,96,55,92
4960,1,80,62
24750,75,30,11
39204,54,33,22
56238,14,103,39
1347984,88,138,111
339528,86,94,42
137122,37,109,34
40052,31,38,34
132675,15,145,61
86184,28,57,54
45120,94,30,16
246132,43,106,54
370656,66,78,72
195054,87,59,38
23712,13,38,48
550800,60,135,68
183077,59,29,107
351648,96,99,37
64260,14,102,45
155400,40,37,105
29766,11,82,33
91392,17,64,84
121600,38,64,50
259594,31,106,79
82584,18,148,31
138240,36,128,30
218892,58,37,102
325500,70,150,31
227136,64,39,91
1136016,92,126,98
234192,68,42,82
145406,29,46,109
60900,4,145,105
135660,57,68,35
79860,20,121,33
157450,47,134,25
151776,48,93,34
85410,30,73,39
41496,26,133,12
124246,73,37,46
521589,37,127,111
293230,35,71,118
276533,43,109,59
319872,56,56,102
122400,48,25,102
62832,16,119,33
122200,47,40,65
588060,55,132,81
391682,74,79,67
401310,65,147,42
1049040,94,93,120
89232,66,104,13
189000,54,100,35
376650,81,62,75
998032,67,133,112
1220648,97,121,104
150400,94,80,20
23205,17,39,35
1064448,84,144,88
42920,29,37,40
432180,98,49,90
1013610,69,130,113
404985,29,133,105
205200,75,57,48
927080,86,110,98
122976,28,122,36
507600,94,75,72
63800,58,50,22
63720,45,59,24
41760,32,29,45
84320,85,31,32
434700,70,90,69
614460,42,133,110
811040,80,137,74
111510,27,59,70
63684,61,29,36
81648,28,108,27
226100,95,35,68
683871,61,101,111
60984,28,121,18
89856,64,36,39
95232,48,62,32
481965,69,127,55
242080,68,40,89
139004,62,59,38
89320,14,145,44
396924,44,93,97
323400,98,55,60
116864,22,83,64
91392,48,136,14
67639,43,121,13
992380,58,145,118
168498,23,111,66
45864,6,78,98
271410,30,83,109
987012,78,114,111
60350,71,25,34
171456,47,96,38
54510,5,138,79
14553,9,49,33
434496,62,73,96
151008,52,132,22
419991,89,143,33
91392,32,28,102
155200,16,97,100
52140,11,60,79
151470,51,66,45
163251,17,97,99
88740,20,87,51
174344,62,74,38
122642,89,26,53
100878,86,51,23
392490,49,89,90
118080,96,123,10
139320,43,72,45
378000,100,90,42
104832,91,72,16
1135134,91,126,99
3432,1,52,66
150660,27,93,60
160512,88,114,16
63206,13,143,34
277772,59,44,107
92004,34,33,82
117000,26,50,90
27234,3,102,89
676700,100,67,101
207495,45,87,53
6764,4,89,19
167580,38,105,42
19404,14,99,14
61250,35,35,50
1020510,87,115,102
632925,75,87,97
226800,63,150,24
59598,43,63,22
41040,38,36,30
954624,88,96,113
551760,95,132,44
39168,17,144,16
345912,56,71,87
37962,19,111,18
553248,36,136,113
468160,44,133,80
193830,71,70,39
193500,36,125,43
709734,69,139,74
1280064,96,113,118
343980,70,117,42
39130,7,86,65
424840,76,86,65
61152,26,49,48
296352,49,144,42
183610,43,61,70
316498,94,37,91
33456,8,51,82
212212,77,26,106
537600,84,100,64
1123122,66,143,119
298205,95,43,73
360240,48,95,79
402480,80,129,39
204160,58,32,110
268191,27,129,77
615888,42,141,104
469248,94,78,64
241110,94,45,57
10856,1,92,118
47124,21,51,44
176778,63,61,46
68640,60,104,11
53504,19,32,88
369036,81,67,68
194580,92,47,45
102476,17,137,44
1083264,96,124,91
680600,82,100,83
929016,99,138,68
97020,45,44,49
441000,70,100,63
38592,12,134,24
318251,23,137,101
445740,46,102,95
354816,96,112,33
418176,96,66,66
627200,40,140,112
8024,4,118,17
1609356,98,138,119
256824,72,87,41
434240,59,64,115
135725,89,25,61
722000,76,125,76
772730,98,83,95
251120,40,86,73
51324,12,91,47
96432,82,56,21
22950,5,51,90
43456,97,32,14
72380,7,110,94
232320,88,80,33
31752,27,28,42
12160,5,64,38
304290,63,115,42
94640,14,104,65
230202,29,126,63
121800,70,145,12
296310,83,35,102
136952,53,68,38
152047,29,49,107
318000,60,100,53
478632,49,88,111
279300,28,105,95
187968,89,88,24
868686,91,111,86
122010,83,42,35
166725,45,57,65
81536,32,91,28
182520,72,39,65
195804,37,126,42
94302,39,39,62
226314,27,127,66
373293,59,111,57
266400,72,100,37
63423,27,27,87
248676,17,138,106
120292,61,68,29
36366,22,87,19
978880,92,133,80
183744,88,72,29
2904,2,121,12
575424,96,54,111
660825,89,99,75
30277,17,137,13
227268,36,107,59
124200,25,138,36
81302,13,53,118
164000,82,125,16
18560,2,116,80
310128,56,142,39
158100,25,102,62
541695,67,77,105
56672,11,46,112
679104,81,131,64
86688,84,43,24
268400,61,100,44
90090,14,65,99
161028,42,71,54
123012,67,102,18
207200,56,50,74
111600,30,40,93
149850,75,27,74
687148,77,92,97
104880,23,76,60
129456,58,31,72
51744,24,98,22
258750,46,75,75
24360,5,58,84
654150,89,75,98
263736,27,132,74
34364,22,142,11
143640,45,28,114
502272,96,48,109
524514,43,114,107
185625,55,125,27
108284,44,107,23
106128,22,67,72
21780,3,110,66
240198,43,114,49
34850,25,41,34
184008,51,82,44
40740,14,30,97
99000,50,110,18
366928,76,68,71
419440,70,107,56
533520,76,65,108
349164,54,106,61
284992,64,61,73
196248,68,111,26
52000,25,52,40
553248,48,102,113
37845,3,145,87
22230,30,39,19
334884,86,118,33
113886,19,111,54
415776,48,122,71
97020,44,63,35
177660,94,30,63
517275,75,121,57
148149,59,93,27
290904,51,124,46
396000,75,48,110
52500,30,25,70
282744,51,56,99
136884,44,51,61
39664,4,148,67
173376,43,84,48
102254,41,58,43
196992,32,76,81
117325,19,95,65
254016,84,126,24
179955,93,45,43
9720,12,30,27
199836,52,61,63
423950,61,139,50
102312,29,72,49
1179720,87,113,120
34160,16,35,61
123585,21,55,107
346020,30,146,79
754272,81,97,96
749385,91,135,61
505920,68,93,80
153900,54,38,75
686250,75,150,61
143640,28,114,45
427893,31,129,107
310080,80,114,34
772560,74,90,116
74936,68,29,38
745767,81,93,99
188922,23,111,74
173745,27,65,99
328054,97,89,38
134640,60,33,68
356500,31,125,92
727059,61,137,87
79394,53,107,14
26208,26,72,14
384912,54,108,66
36624,14,109,24
183365,65,91,31
226800,18,150,84
391500,45,87,100
740418,61,102,119
79040,16,130,38
7290,2,81,45
1205820,99,145,84
288750,75,70,55
46648,49,68,14
1259713,91,127,109
286440,44,70,93
131580,86,51,30
362880,54,96,70
104448,16,96,68
148614,17,93,94
1120056,84,118,113
420693,69,91,67
88396,14,82,77
303614,83,31,118
98280,90,42,26
211820,70,89,34
587876,53,94,118
191268,63,44,69
21850,25,46,19
15330,7,73,30
549120,44,104,120
61088,8,83,92
998816,98,98,104
140182,31,38,119
108160,13,80,104
68952,52,26,51
75168,27,96,29
339660,30,102,111
564144,46,146,84
786384,72,127,86
616980,70,113,78
133104,47,59,48
313760,37,80,106
157872,26,138,44
330174,83,34,117
73500,50,147,10
750960,80,149,63
39216,19,86,24
207480,52,57,70
597702,98,57,107
505440,54,80,117
628712,56,103,109
150060,61,41,60
129921,11,127,93
103212,12,141,61
46110,58,53,15
397532,23,149,116
102648,56,39,47
189420,35,123,44
63700,13,50,98
116702,43,46,59
135744,64,101,21
706200,66,107,100
170976,52,137,24
78561,29,63,43
323136,88,72,51
93574,26,61,59
301312,32,107,88
277704,63,76,58
412337,41,113,89
604800,48,105,120
19162,26,67,11
71852,71,44,23
1041920,80,148,88
235872,26,112,81
218592,69,72,44
713064,66,148,73
321552,58,132,42
203520,53,80,48
5390,1,55,98
71709,41,53,33
746496,48,144,108
789921,79,99,101
53460,11,135,36
18225,9,45,45
200445,23,83,105
639576,63,94,108
286848,36,96,83
96768,54,56,32
5472,2,76,36
223560,18,115,108
502848,54,96,97
1487640,98,138,110
894882,58,139,111
14784,1,132,112
321402,46,137,51
78300,30,45,58
55800,12,62,75
282464,97,112,26
111488,67,32,52
81984,42,122,16
281342,47,73,82
155324,52,103,29
102080,58,80,22
4998,3,49,34
301104,51,144,41
1794,1,138,13
64232,56,37,31
121440,23,110,48
50286,17,102,29
177072,68,28,93
1057825,85,131,95
197100,45,73,60
43245,93,31,15
146784,33,139,32
175218,57,106,29
191394,98,93,21
20188,2,103,98
272727,91,37,81
448000,70,100,64
222066,39,73,78
965568,64,141,107
272738,62,83,53
153120,20,87,88
15128,2,124,61
597168,66,116,78
90145,55,149,11
319200,57,56,100
88320,92,60,16
218148,98,106,21
300846,87,38,91
40755,19,39,55
